laus_code,state_fips_code,county_fips_code,county_name_state_abbreviation,year,labor_force,employed,unemployed,unemployment_rate
CN3115900000000,31,159,"Seward County, NE",2022,8924,8726,198,2.2     
CN3116100000000,31,161,"Sheridan County, NE",2022,2810,2753,57,2.0     
CN3116300000000,31,163,"Sherman County, NE",2022,1670,1632,38,2.3     
CN3116500000000,31,165,"Sioux County, NE",2022,773,758,15,1.9     
CN3116700000000,31,167,"Stanton County, NE",2022,3587,3514,73,2.0     
CN3116900000000,31,169,"Thayer County, NE",2022,2727,2675,52,1.9     
CN3117100000000,31,171,"Thomas County, NE",2022,459,447,12,2.6     
CN3117300000000,31,173,"Thurston County, NE",2022,3287,3176,111,3.4     
CN3117500000000,31,175,"Valley County, NE",2022,2134,2087,47,2.2     
CN3117700000000,31,177,"Washington County, NE",2022,11530,11281,249,2.2     
CN3117900000000,31,179,"Wayne County, NE",2022,5771,5646,125,2.2     
CN3118100000000,31,181,"Webster County, NE",2022,1694,1652,42,2.5     
CN3118300000000,31,183,"Wheeler County, NE",2022,565,556,9,1.6     
CN3118500000000,31,185,"York County, NE",2022,7479,7319,160,2.1     
CN3200100000000,32,001,"Churchill County, NV",2022,10906,10515,391,3.6     
CN3200300000000,32,003,"Clark County, NV",2022,1143945,1075282,68663,6.0     
CN3200500000000,32,005,"Douglas County, NV",2022,22138,21253,885,4.0     
CN3200700000000,32,007,"Elko County, NV",2022,25543,24715,828,3.2     
CN3200900000000,32,009,"Esmeralda County, NV",2022,409,394,15,3.7     
CN3201100000000,32,011,"Eureka County, NV",2022,999,970,29,2.9     
CN3201300000000,32,013,"Humboldt County, NV",2022,7739,7482,257,3.3     
CN3201500000000,32,015,"Lander County, NV",2022,3004,2903,101,3.4     
CN3201700000000,32,017,"Lincoln County, NV",2022,2029,1949,80,3.9     
CN3201900000000,32,019,"Lyon County, NV",2022,23476,22330,1146,4.9     
CN3202100000000,32,021,"Mineral County, NV",2022,1967,1887,80,4.1     
CN3202300000000,32,023,"Nye County, NV",2022,17427,16431,996,5.7     
CN3202700000000,32,027,"Pershing County, NV",2022,2475,2385,90,3.6     
CN3202900000000,32,029,"Storey County, NV",2022,2086,2003,83,4.0     
CN3203100000000,32,031,"Washoe County, NV",2022,256072,247203,8869,3.5     
CN3203300000000,32,033,"White Pine County, NV",2022,4468,4331,137,3.1     
CN3251000000000,32,510,"Carson City, NV",2022,25180,24181,999,4.0     
CN3300100000000,33,001,"Belknap County, NH",2022,31110,30324,786,2.5     
CN3300300000000,33,003,"Carroll County, NH",2022,23355,22742,613,2.6     
CN3300500000000,33,005,"Cheshire County, NH",2022,39369,38308,1061,2.7     
CN3300700000000,33,007,"Coos County, NH",2022,14420,13938,482,3.3     
CN3300900000000,33,009,"Grafton County, NH",2022,48935,47799,1136,2.3     
CN3301100000000,33,011,"Hillsborough County, NH",2022,241297,235077,6220,2.6     
CN3301300000000,33,013,"Merrimack County, NH",2022,82627,80740,1887,2.3     
CN3301500000000,33,015,"Rockingham County, NH",2022,188661,183774,4887,2.6     
CN3301700000000,33,017,"Strafford County, NH",2022,74084,72366,1718,2.3     
CN3301900000000,33,019,"Sullivan County, NH",2022,22816,22274,542,2.4     
CN3400100000000,34,001,"Atlantic County, NJ",2022,122846,116536,6310,5.1     
CN3400300000000,34,003,"Bergen County, NJ",2022,504149,487246,16903,3.4     
CN3400500000000,34,005,"Burlington County, NJ",2022,247859,239613,8246,3.3     
CN3400700000000,34,007,"Camden County, NJ",2022,270737,259883,10854,4.0     
CN3400900000000,34,009,"Cape May County, NJ",2022,47294,44225,3069,6.5     
CN3401100000000,34,011,"Cumberland County, NJ",2022,69282,65773,3509,5.1     
CN3401300000000,34,013,"Essex County, NJ",2022,388106,370619,17487,4.5     
CN3401500000000,34,015,"Gloucester County, NJ",2022,161341,155427,5914,3.7     
CN3401700000000,34,017,"Hudson County, NJ",2022,377212,363531,13681,3.6     
CN3401900000000,34,019,"Hunterdon County, NJ",2022,68083,66102,1981,2.9     
CN3402100000000,34,021,"Mercer County, NJ",2022,216475,209584,6891,3.2     
CN3402300000000,34,023,"Middlesex County, NJ",2022,462728,447235,15493,3.3     
CN3402500000000,34,025,"Monmouth County, NJ",2022,347991,336497,11494,3.3     
CN3402700000000,34,027,"Morris County, NJ",2022,268713,260558,8155,3.0     
CN3402900000000,34,029,"Ocean County, NJ",2022,298372,287322,11050,3.7     
CN3403100000000,34,031,"Passaic County, NJ",2022,252876,241305,11571,4.6     
CN3403300000000,34,033,"Salem County, NJ",2022,30578,29170,1408,4.6     
CN3403500000000,34,035,"Somerset County, NJ",2022,179242,173670,5572,3.1     
CN3403700000000,34,037,"Sussex County, NJ",2022,77612,74747,2865,3.7     
CN3403900000000,34,039,"Union County, NJ",2022,289390,278184,11206,3.9     
CN3404100000000,34,041,"Warren County, NJ",2022,58921,56887,2034,3.5     
CN3500100000000,35,001,"Bernalillo County, NM",2022,336801,324606,12195,3.6     
CN3500300000000,35,003,"Catron County, NM",2022,1136,1078,58,5.1     
CN3500500000000,35,005,"Chaves County, NM",2022,27668,26493,1175,4.2     
CN3500600000000,35,006,"Cibola County, NM",2022,8170,7723,447,5.5     
CN3500700000000,35,007,"Colfax County, NM",2022,5348,5140,208,3.9     
CN3500900000000,35,009,"Curry County, NM",2022,22286,21568,718,3.2     
CN3501100000000,35,011,"De Baca County, NM",2022,731,706,25,3.4     
CN3501300000000,35,013,"Dona Ana County, NM",2022,99532,95167,4365,4.4     
CN3501500000000,35,015,"Eddy County, NM",2022,31434,30394,1040,3.3     
CN3501700000000,35,017,"Grant County, NM",2022,11572,11096,476,4.1     
CN3501900000000,35,019,"Guadalupe County, NM",2022,1473,1391,82,5.6     
CN3502100000000,35,021,"Harding County, NM",2022,283,273,10,3.5     
CN3502300000000,35,023,"Hidalgo County, NM",2022,1893,1829,64,3.4     
CN3502500000000,35,025,"Lea County, NM",2022,29083,27800,1283,4.4     
CN3502700000000,35,027,"Lincoln County, NM",2022,8833,8478,355,4.0     
CN3502800000000,35,028,"Los Alamos County, NM",2022,10637,10405,232,2.2     
CN3502900000000,35,029,"Luna County, NM",2022,9832,8856,976,9.9     
CN3503100000000,35,031,"McKinley County, NM",2022,22791,21495,1296,5.7     
CN3503300000000,35,033,"Mora County, NM",2022,1948,1841,107,5.5     
CN3503500000000,35,035,"Otero County, NM",2022,25252,24214,1038,4.1     
CN3503700000000,35,037,"Quay County, NM",2022,2969,2840,129,4.3     
CN3503900000000,35,039,"Rio Arriba County, NM",2022,16518,15800,718,4.3     
CN3504100000000,35,041,"Roosevelt County, NM",2022,7930,7630,300,3.8     
CN3504300000000,35,043,"Sandoval County, NM",2022,68055,65476,2579,3.8     
CN3504500000000,35,045,"San Juan County, NM",2022,49295,47017,2278,4.6     
CN3504700000000,35,047,"San Miguel County, NM",2022,10281,9773,508,4.9     
CN3504900000000,35,049,"Santa Fe County, NM",2022,72319,69720,2599,3.6     
CN3505100000000,35,051,"Sierra County, NM",2022,3957,3723,234,5.9     
CN3505300000000,35,053,"Socorro County, NM",2022,6149,5885,264,4.3     
CN3505500000000,35,055,"Taos County, NM",2022,14779,14056,723,4.9     
CN3505700000000,35,057,"Torrance County, NM",2022,5440,5147,293,5.4     
CN3505900000000,35,059,"Union County, NM",2022,1562,1517,45,2.9     
CN3506100000000,35,061,"Valencia County, NM",2022,31067,29734,1333,4.3     
CN3600100000000,36,001,"Albany County, NY",2022,159594,154764,4830,3.0     
CN3600300000000,36,003,"Allegany County, NY",2022,19108,18337,771,4.0     
CN3600500000000,36,005,"Bronx County, NY",2022,603694,556635,47059,7.8     
CN3600700000000,36,007,"Broome County, NY",2022,82307,79201,3106,3.8     
CN3600900000000,36,009,"Cattaraugus County, NY",2022,32844,31521,1323,4.0     
CN3601100000000,36,011,"Cayuga County, NY",2022,35580,34363,1217,3.4     
CN3601300000000,36,013,"Chautauqua County, NY",2022,53318,51257,2061,3.9     
CN3601500000000,36,015,"Chemung County, NY",2022,34832,33560,1272,3.7     
CN3601700000000,36,017,"Chenango County, NY",2022,21872,21156,716,3.3     
CN3601900000000,36,019,"Clinton County, NY",2022,35418,34236,1182,3.3     
CN3602100000000,36,021,"Columbia County, NY",2022,30539,29703,836,2.7     
CN3602300000000,36,023,"Cortland County, NY",2022,22719,21863,856,3.8     
CN3602500000000,36,025,"Delaware County, NY",2022,18575,17895,680,3.7     
CN3602700000000,36,027,"Dutchess County, NY",2022,145231,140788,4443,3.1     
CN3602900000000,36,029,"Erie County, NY",2022,444485,428562,15923,3.6     
CN3603100000000,36,031,"Essex County, NY",2022,16501,15910,591,3.6     
CN3603300000000,36,033,"Franklin County, NY",2022,18961,18282,679,3.6     
CN3603500000000,36,035,"Fulton County, NY",2022,22433,21548,885,3.9     
CN3603700000000,36,037,"Genesee County, NY",2022,29695,28769,926,3.1     
CN3603900000000,36,039,"Greene County, NY",2022,20288,19572,716,3.5     
CN3604100000000,36,041,"Hamilton County, NY",2022,2197,2103,94,4.3     
CN3604300000000,36,043,"Herkimer County, NY",2022,27354,26285,1069,3.9     
CN3604500000000,36,045,"Jefferson County, NY",2022,44238,42464,1774,4.0     
CN3604700000000,36,047,"Kings County, NY",2022,1208843,1137876,70967,5.9     
CN3604900000000,36,049,"Lewis County, NY",2022,11669,11202,467,4.0     
CN3605100000000,36,051,"Livingston County, NY",2022,30331,29334,997,3.3     
CN3605300000000,36,053,"Madison County, NY",2022,32900,31794,1106,3.4     
CN3605500000000,36,055,"Monroe County, NY",2022,365242,352688,12554,3.4     
CN3605700000000,36,057,"Montgomery County, NY",2022,22317,21420,897,4.0     
CN3605900000000,36,059,"Nassau County, NY",2022,729471,708503,20968,2.9     
CN3606100000000,36,061,"New York County, NY",2022,919101,876980,42121,4.6     
CN3606300000000,36,063,"Niagara County, NY",2022,98124,94379,3745,3.8     
CN3606500000000,36,065,"Oneida County, NY",2022,100117,96564,3553,3.5     
CN3606700000000,36,067,"Onondaga County, NY",2022,224277,216902,7375,3.3     
CN3606900000000,36,069,"Ontario County, NY",2022,55909,54201,1708,3.1     
CN3607100000000,36,071,"Orange County, NY",2022,190481,184393,6088,3.2     
CN3607300000000,36,073,"Orleans County, NY",2022,17176,16531,645,3.8     
CN3607500000000,36,075,"Oswego County, NY",2022,52915,50779,2136,4.0     
CN3607700000000,36,077,"Otsego County, NY",2022,27070,26137,933,3.4     
CN3607900000000,36,079,"Putnam County, NY",2022,51546,50033,1513,2.9     
CN3608100000000,36,081,"Queens County, NY",2022,1141061,1081470,59591,5.2     
CN3608300000000,36,083,"Rensselaer County, NY",2022,82323,79811,2512,3.1     
CN3608500000000,36,085,"Richmond County, NY",2022,227068,214589,12479,5.5     
CN3608700000000,36,087,"Rockland County, NY",2022,159361,154822,4539,2.8     
CN3608900000000,36,089,"St. Lawrence County, NY",2022,42939,41172,1767,4.1     
CN3609100000000,36,091,"Saratoga County, NY",2022,121807,118577,3230,2.7     
CN3609300000000,36,093,"Schenectady County, NY",2022,78021,75444,2577,3.3     
CN3609500000000,36,095,"Schoharie County, NY",2022,14798,14264,534,3.6     
CN3609700000000,36,097,"Schuyler County, NY",2022,8051,7755,296,3.7     
CN3609900000000,36,099,"Seneca County, NY",2022,14852,14375,477,3.2     
CN3610100000000,36,101,"Steuben County, NY",2022,41353,39856,1497,3.6     
CN3610300000000,36,103,"Suffolk County, NY",2022,800832,775848,24984,3.1     
CN3610500000000,36,105,"Sullivan County, NY",2022,37373,36153,1220,3.3     
CN3610700000000,36,107,"Tioga County, NY",2022,22261,21546,715,3.2     
CN3610900000000,36,109,"Tompkins County, NY",2022,50077,48687,1390,2.8     
CN3611100000000,36,111,"Ulster County, NY",2022,87617,84853,2764,3.2     
CN3611300000000,36,113,"Warren County, NY",2022,31288,30212,1076,3.4     
CN3611500000000,36,115,"Washington County, NY",2022,27552,26662,890,3.2     
CN3611700000000,36,117,"Wayne County, NY",2022,43492,42101,1391,3.2     
CN3611900000000,36,119,"Westchester County, NY",2022,496415,480910,15505,3.1     
CN3612100000000,36,121,"Wyoming County, NY",2022,17510,16899,611,3.5     
CN3612300000000,36,123,"Yates County, NY",2022,11671,11328,343,2.9     
CN3700100000000,37,001,"Alamance County, NC",2022,83174,80087,3087,3.7     
CN3700300000000,37,003,"Alexander County, NC",2022,18058,17481,577,3.2     
CN3700500000000,37,005,"Alleghany County, NC",2022,4531,4356,175,3.9     
CN3700700000000,37,007,"Anson County, NC",2022,10260,9813,447,4.4     
CN3700900000000,37,009,"Ashe County, NC",2022,12919,12482,437,3.4     
CN3701100000000,37,011,"Avery County, NC",2022,7747,7495,252,3.3     
CN3701300000000,37,013,"Beaufort County, NC",2022,19905,19120,785,3.9     
CN3701500000000,37,015,"Bertie County, NC",2022,7162,6813,349,4.9     
CN3701700000000,37,017,"Bladen County, NC",2022,14529,13899,630,4.3     
CN3701900000000,37,019,"Brunswick County, NC",2022,57304,54636,2668,4.7     
CN3702100000000,37,021,"Buncombe County, NC",2022,141963,137753,4210,3.0     
CN3702300000000,37,023,"Burke County, NC",2022,40970,39563,1407,3.4     
CN3702500000000,37,025,"Cabarrus County, NC",2022,116057,112128,3929,3.4     
CN3702700000000,37,027,"Caldwell County, NC",2022,36492,35189,1303,3.6     
CN3702900000000,37,029,"Camden County, NC",2022,4689,4511,178,3.8     
CN3703100000000,37,031,"Carteret County, NC",2022,32247,31131,1116,3.5     
CN3703300000000,37,033,"Caswell County, NC",2022,9633,9244,389,4.0     
CN3703500000000,37,035,"Catawba County, NC",2022,79678,76941,2737,3.4     
CN3703700000000,37,037,"Chatham County, NC",2022,37436,36279,1157,3.1     
CN3703900000000,37,039,"Cherokee County, NC",2022,11127,10680,447,4.0     
CN3704100000000,37,041,"Chowan County, NC",2022,5813,5581,232,4.0     
CN3704300000000,37,043,"Clay County, NC",2022,4190,4023,167,4.0     
CN3704500000000,37,045,"Cleveland County, NC",2022,49133,47245,1888,3.8     
CN3704700000000,37,047,"Columbus County, NC",2022,23653,22648,1005,4.2     
CN3704900000000,37,049,"Craven County, NC",2022,42137,40585,1552,3.7     
CN3705100000000,37,051,"Cumberland County, NC",2022,127747,121211,6536,5.1     
CN3705300000000,37,053,"Currituck County, NC",2022,14714,14202,512,3.5     
CN3705500000000,37,055,"Dare County, NC",2022,20014,19157,857,4.3     
CN3705700000000,37,057,"Davidson County, NC",2022,81618,78764,2854,3.5     
CN3705900000000,37,059,"Davie County, NC",2022,20811,20107,704,3.4     
CN3706100000000,37,061,"Duplin County, NC",2022,24724,23819,905,3.7     
CN3706300000000,37,063,"Durham County, NC",2022,178905,173231,5674,3.2     
CN3706500000000,37,065,"Edgecombe County, NC",2022,20272,18947,1325,6.5     
CN3706700000000,37,067,"Forsyth County, NC",2022,189065,182052,7013,3.7     
CN3706900000000,37,069,"Franklin County, NC",2022,34010,32772,1238,3.6     
CN3707100000000,37,071,"Gaston County, NC",2022,114660,110448,4212,3.7     
CN3707300000000,37,073,"Gates County, NC",2022,5130,4952,178,3.5     
CN3707500000000,37,075,"Graham County, NC",2022,2947,2789,158,5.4     
CN3707700000000,37,077,"Granville County, NC",2022,30300,29338,962,3.2     
CN3707900000000,37,079,"Greene County, NC",2022,9558,9248,310,3.2     
CN3708100000000,37,081,"Guilford County, NC",2022,260141,249479,10662,4.1     
CN3708300000000,37,083,"Halifax County, NC",2022,19230,18163,1067,5.5     
CN3708500000000,37,085,"Harnett County, NC",2022,55036,52781,2255,4.1     
CN3708700000000,37,087,"Haywood County, NC",2022,30190,29225,965,3.2     
CN3708900000000,37,089,"Henderson County, NC",2022,55509,53751,1758,3.2     
CN3709100000000,37,091,"Hertford County, NC",2022,8516,8079,437,5.1     
CN3709300000000,37,093,"Hoke County, NC",2022,20291,19293,998,4.9     
CN3709500000000,37,095,"Hyde County, NC",2022,1775,1675,100,5.6     
CN3709700000000,37,097,"Iredell County, NC",2022,94600,91399,3201,3.4     
CN3709900000000,37,099,"Jackson County, NC",2022,19689,18940,749,3.8     
CN3710100000000,37,101,"Johnston County, NC",2022,108081,104509,3572,3.3     
CN3710300000000,37,103,"Jones County, NC",2022,4318,4171,147,3.4     
CN3710500000000,37,105,"Lee County, NC",2022,26093,24996,1097,4.2     
CN3710700000000,37,107,"Lenoir County, NC",2022,27655,26640,1015,3.7     
CN3710900000000,37,109,"Lincoln County, NC",2022,46383,44923,1460,3.1     
CN3711100000000,37,111,"McDowell County, NC",2022,20269,19565,704,3.5     
CN3711300000000,37,113,"Macon County, NC",2022,16018,15461,557,3.5     
CN3711500000000,37,115,"Madison County, NC",2022,10078,9733,345,3.4     
CN3711700000000,37,117,"Martin County, NC",2022,8588,8207,381,4.4     
CN3711900000000,37,119,"Mecklenburg County, NC",2022,652142,629309,22833,3.5     
CN3712100000000,37,121,"Mitchell County, NC",2022,6011,5761,250,4.2     
CN3712300000000,37,123,"Montgomery County, NC",2022,11223,10806,417,3.7     
CN3712500000000,37,125,"Moore County, NC",2022,42109,40564,1545,3.7     
CN3712700000000,37,127,"Nash County, NC",2022,42356,40246,2110,5.0     
CN3712900000000,37,129,"New Hanover County, NC",2022,129545,125298,4247,3.3     
CN3713100000000,37,131,"Northampton County, NC",2022,7248,6896,352,4.9     
CN3713300000000,37,133,"Onslow County, NC",2022,68204,65295,2909,4.3     
CN3713500000000,37,135,"Orange County, NC",2022,81502,79031,2471,3.0     
CN3713700000000,37,137,"Pamlico County, NC",2022,5506,5307,199,3.6     
CN3713900000000,37,139,"Pasquotank County, NC",2022,16748,16002,746,4.5     
CN3714100000000,37,141,"Pender County, NC",2022,30746,29684,1062,3.5     
CN3714300000000,37,143,"Perquimans County, NC",2022,4976,4753,223,4.5     
CN3714500000000,37,145,"Person County, NC",2022,18813,18102,711,3.8     
CN3714700000000,37,147,"Pitt County, NC",2022,88143,84546,3597,4.1     
CN3714900000000,37,149,"Polk County, NC",2022,9365,9007,358,3.8     
CN3715100000000,37,151,"Randolph County, NC",2022,65327,62948,2379,3.6     
CN3715300000000,37,153,"Richmond County, NC",2022,16960,16104,856,5.0     
CN3715500000000,37,155,"Robeson County, NC",2022,48162,45517,2645,5.5     
CN3715700000000,37,157,"Rockingham County, NC",2022,39464,37831,1633,4.1     
CN3715900000000,37,159,"Rowan County, NC",2022,67728,65277,2451,3.6     
CN3716100000000,37,161,"Rutherford County, NC",2022,24807,23634,1173,4.7     
CN3716300000000,37,163,"Sampson County, NC",2022,28641,27583,1058,3.7     
CN3716500000000,37,165,"Scotland County, NC",2022,11189,10474,715,6.4     
CN3716700000000,37,167,"Stanly County, NC",2022,30815,29799,1016,3.3     
CN3716900000000,37,169,"Stokes County, NC",2022,21702,20978,724,3.3     
CN3717100000000,37,171,"Surry County, NC",2022,32725,31600,1125,3.4     
CN3717300000000,37,173,"Swain County, NC",2022,7186,6953,233,3.2     
CN3717500000000,37,175,"Transylvania County, NC",2022,14744,14237,507,3.4     
CN3717700000000,37,177,"Tyrrell County, NC",2022,1311,1243,68,5.2     
CN3717900000000,37,179,"Union County, NC",2022,130308,126207,4101,3.1     
CN3718100000000,37,181,"Vance County, NC",2022,16801,15825,976,5.8     
CN3718300000000,37,183,"Wake County, NC",2022,631370,612045,19325,3.1     
CN3718500000000,37,185,"Warren County, NC",2022,6376,5972,404,6.3     
CN3718700000000,37,187,"Washington County, NC",2022,4330,4108,222,5.1     
CN3718900000000,37,189,"Watauga County, NC",2022,29393,28438,955,3.2     
CN3719100000000,37,191,"Wayne County, NC",2022,50743,48688,2055,4.0     
CN3719300000000,37,193,"Wilkes County, NC",2022,27241,26199,1042,3.8     
CN3719500000000,37,195,"Wilson County, NC",2022,33724,31999,1725,5.1     
CN3719700000000,37,197,"Yadkin County, NC",2022,17671,17081,590,3.3     
CN3719900000000,37,199,"Yancey County, NC",2022,8237,7942,295,3.6     
CN3800100000000,38,001,"Adams County, ND",2022,955,934,21,2.2     
CN3800300000000,38,003,"Barnes County, ND",2022,5226,5110,116,2.2     
CN3800500000000,38,005,"Benson County, ND",2022,2347,2279,68,2.9     
CN3800700000000,38,007,"Billings County, ND",2022,457,448,9,2.0     
CN3800900000000,38,009,"Bottineau County, ND",2022,3001,2912,89,3.0     
CN3801100000000,38,011,"Bowman County, ND",2022,1557,1530,27,1.7     
CN3801300000000,38,013,"Burke County, ND",2022,1042,1021,21,2.0     
CN3801500000000,38,015,"Burleigh County, ND",2022,52386,51373,1013,1.9     
CN3801700000000,38,017,"Cass County, ND",2022,110429,108482,1947,1.8     
CN3801900000000,38,019,"Cavalier County, ND",2022,1842,1797,45,2.4     
CN3802100000000,38,021,"Dickey County, ND",2022,2238,2199,39,1.7     
CN3802300000000,38,023,"Divide County, ND",2022,1442,1423,19,1.3     
CN3802500000000,38,025,"Dunn County, ND",2022,3215,3172,43,1.3     
CN3802700000000,38,027,"Eddy County, ND",2022,1207,1172,35,2.9     
CN3802900000000,38,029,"Emmons County, ND",2022,1456,1393,63,4.3     
CN3803100000000,38,031,"Foster County, ND",2022,1527,1495,32,2.1     
CN3803300000000,38,033,"Golden Valley County, ND",2022,855,841,14,1.6     
CN3803500000000,38,035,"Grand Forks County, ND",2022,37733,37021,712,1.9     
CN3803700000000,38,037,"Grant County, ND",2022,1221,1197,24,2.0     
CN3803900000000,38,039,"Griggs County, ND",2022,1019,997,22,2.2     
CN3804100000000,38,041,"Hettinger County, ND",2022,1402,1378,24,1.7     
CN3804300000000,38,043,"Kidder County, ND",2022,1323,1271,52,3.9     
CN3804500000000,38,045,"LaMoure County, ND",2022,2108,2069,39,1.9     
CN3804700000000,38,047,"Logan County, ND",2022,873,854,19,2.2     
CN3804900000000,38,049,"McHenry County, ND",2022,3159,3057,102,3.2     
CN3805100000000,38,051,"McIntosh County, ND",2022,1072,1049,23,2.1     
CN3805300000000,38,053,"McKenzie County, ND",2022,9183,9009,174,1.9     
CN3805500000000,38,055,"McLean County, ND",2022,4815,4668,147,3.1     
CN3805700000000,38,057,"Mercer County, ND",2022,3636,3517,119,3.3     
CN3805900000000,38,059,"Morton County, ND",2022,17240,16815,425,2.5     
CN3806100000000,38,061,"Mountrail County, ND",2022,6436,6337,99,1.5     
CN3806300000000,38,063,"Nelson County, ND",2022,1461,1418,43,2.9     
CN3806500000000,38,065,"Oliver County, ND",2022,889,860,29,3.3     
CN3806700000000,38,067,"Pembina County, ND",2022,3261,3151,110,3.4     
CN3806900000000,38,069,"Pierce County, ND",2022,1666,1623,43,2.6     
CN3807100000000,38,071,"Ramsey County, ND",2022,5678,5550,128,2.3     
CN3807300000000,38,073,"Ransom County, ND",2022,2681,2635,46,1.7     
CN3807500000000,38,075,"Renville County, ND",2022,1224,1200,24,2.0     
CN3807700000000,38,077,"Richland County, ND",2022,8845,8676,169,1.9     
CN3807900000000,38,079,"Rolette County, ND",2022,4756,4440,316,6.6     
CN3808100000000,38,081,"Sargent County, ND",2022,2327,2287,40,1.7     
CN3808300000000,38,083,"Sheridan County, ND",2022,662,645,17,2.6     
CN3808500000000,38,085,"Sioux County, ND",2022,1232,1200,32,2.6     
CN3808700000000,38,087,"Slope County, ND",2022,341,332,9,2.6     
CN3808900000000,38,089,"Stark County, ND",2022,18115,17772,343,1.9     
CN3809100000000,38,091,"Steele County, ND",2022,951,932,19,2.0     
CN3809300000000,38,093,"Stutsman County, ND",2022,10668,10450,218,2.0     
CN3809500000000,38,095,"Towner County, ND",2022,1128,1101,27,2.4     
CN3809700000000,38,097,"Traill County, ND",2022,4512,4422,90,2.0     
CN3809900000000,38,099,"Walsh County, ND",2022,5280,5114,166,3.1     
CN3810100000000,38,101,"Ward County, ND",2022,32400,31669,731,2.3     
CN3810300000000,38,103,"Wells County, ND",2022,1926,1866,60,3.1     
CN3810500000000,38,105,"Williams County, ND",2022,21917,21423,494,2.3     
CN3900100000000,39,001,"Adams County, OH",2022,10960,10371,589,5.4     
CN3900300000000,39,003,"Allen County, OH",2022,46700,44728,1972,4.2     
CN3900500000000,39,005,"Ashland County, OH",2022,25995,24995,1000,3.8     
CN3900700000000,39,007,"Ashtabula County, OH",2022,42977,41083,1894,4.4     
CN3900900000000,39,009,"Athens County, OH",2022,26150,24896,1254,4.8     
CN3901100000000,39,011,"Auglaize County, OH",2022,24000,23259,741,3.1     
CN3901300000000,39,013,"Belmont County, OH",2022,27182,25781,1401,5.2     
CN3901500000000,39,015,"Brown County, OH",2022,19528,18648,880,4.5     
CN3901700000000,39,017,"Butler County, OH",2022,197439,190433,7006,3.5     
CN3901900000000,39,019,"Carroll County, OH",2022,12588,12046,542,4.3     
CN3902100000000,39,021,"Champaign County, OH",2022,19186,18469,717,3.7     
CN3902300000000,39,023,"Clark County, OH",2022,62683,60114,2569,4.1     
CN3902500000000,39,025,"Clermont County, OH",2022,108269,104425,3844,3.6     
CN3902700000000,39,027,"Clinton County, OH",2022,17858,17076,782,4.4     
CN3902900000000,39,029,"Columbiana County, OH",2022,44719,42653,2066,4.6     
CN3903100000000,39,031,"Coshocton County, OH",2022,13666,12999,667,4.9     
CN3903300000000,39,033,"Crawford County, OH",2022,17707,16863,844,4.8     
CN3903500000000,39,035,"Cuyahoga County, OH",2022,599648,570341,29307,4.9     
CN3903700000000,39,037,"Darke County, OH",2022,25536,24631,905,3.5     
CN3903900000000,39,039,"Defiance County, OH",2022,17374,16688,686,3.9     
CN3904100000000,39,041,"Delaware County, OH",2022,115832,112373,3459,3.0     
CN3904300000000,39,043,"Erie County, OH",2022,36592,34810,1782,4.9     
CN3904500000000,39,045,"Fairfield County, OH",2022,80488,77688,2800,3.5     
CN3904700000000,39,047,"Fayette County, OH",2022,13732,13203,529,3.9     
CN3904900000000,39,049,"Franklin County, OH",2022,710441,686143,24298,3.4     
CN3905100000000,39,051,"Fulton County, OH",2022,21627,20758,869,4.0     
CN3905300000000,39,053,"Gallia County, OH",2022,12017,11452,565,4.7     
CN3905500000000,39,055,"Geauga County, OH",2022,48335,46388,1947,4.0     
CN3905700000000,39,057,"Greene County, OH",2022,82069,79128,2941,3.6     
CN3905900000000,39,059,"Guernsey County, OH",2022,17712,16841,871,4.9     
CN3906100000000,39,061,"Hamilton County, OH",2022,418259,403233,15026,3.6     
CN3906300000000,39,063,"Hancock County, OH",2022,40237,38916,1321,3.3     
CN3906500000000,39,065,"Hardin County, OH",2022,13074,12522,552,4.2     
CN3906700000000,39,067,"Harrison County, OH",2022,6446,6128,318,4.9     
CN3906900000000,39,069,"Henry County, OH",2022,12691,12114,577,4.5     
CN3907100000000,39,071,"Highland County, OH",2022,17390,16535,855,4.9     
CN3907300000000,39,073,"Hocking County, OH",2022,12989,12457,532,4.1     
CN3907500000000,39,075,"Holmes County, OH",2022,21675,21060,615,2.8     
CN3907700000000,39,077,"Huron County, OH",2022,27703,26291,1412,5.1     
CN3907900000000,39,079,"Jackson County, OH",2022,12309,11697,612,5.0     
CN3908100000000,39,081,"Jefferson County, OH",2022,27008,25538,1470,5.4     
CN3908300000000,39,083,"Knox County, OH",2022,30872,29794,1078,3.5     
CN3908500000000,39,085,"Lake County, OH",2022,124629,119276,5353,4.3     
CN3908700000000,39,087,"Lawrence County, OH",2022,23268,22189,1079,4.6     
CN3908900000000,39,089,"Licking County, OH",2022,92216,89072,3144,3.4     
CN3909100000000,39,091,"Logan County, OH",2022,22454,21673,781,3.5     
CN3909300000000,39,093,"Lorain County, OH",2022,153935,146132,7803,5.1     
CN3909500000000,39,095,"Lucas County, OH",2022,202790,193820,8970,4.4     
CN3909700000000,39,097,"Madison County, OH",2022,21029,20354,675,3.2     
CN3909900000000,39,099,"Mahoning County, OH",2022,98057,93355,4702,4.8     
CN3910100000000,39,101,"Marion County, OH",2022,27349,26146,1203,4.4     
CN3910300000000,39,103,"Medina County, OH",2022,97626,93708,3918,4.0     
